territory_id,date,prediction,model
1276,2025-01-01,17409.705745220952,seasonal_scaled
1276,2025-02-01,19479.32575247371,seasonal_scaled
1276,2025-03-01,20331.034036160185,seasonal_scaled
1286,2025-01-01,20767.23425794695,seasonal_scaled
1286,2025-02-01,23143.734814739822,seasonal_scaled
1286,2025-03-01,24506.052844705406,seasonal_scaled
1289,2025-01-01,18073.41685606939,seasonal_scaled
1289,2025-02-01,21867.48504105014,seasonal_scaled
1289,2025-03-01,23051.288742520523,seasonal_scaled
1292,2025-01-01,18910.98561270051,seasonal_scaled
1292,2025-02-01,22001.839755250538,seasonal_scaled
1292,2025-03-01,24589.63535637506,seasonal_scaled
1338,2025-01-01,20765.986662824682,seasonal_scaled
1338,2025-02-01,23370.03441320545,seasonal_scaled
1338,2025-03-01,26023.597332564936,seasonal_scaled
1426,2025-01-01,25579.531073446327,seasonal_scaled
1426,2025-02-01,27841.16787732042,seasonal_scaled
1426,2025-03-01,30113.275221953187,seasonal_scaled
1443,2025-01-01,44661.66940833112,seasonal_scaled
1443,2025-02-01,48524.04544248535,seasonal_scaled
1443,2025-03-01,53008.49513977665,seasonal_scaled
1461,2025-01-01,44336.21259805644,seasonal_scaled
1461,2025-02-01,48006.56056667838,seasonal_scaled
1461,2025-03-01,52928.008570425016,seasonal_scaled
1494,2025-01-01,27164.67511602999,seasonal_scaled
1494,2025-02-01,30703.372756483077,seasonal_scaled
1494,2025-03-01,33282.51935996884,seasonal_scaled
1555,2025-01-01,25999.98504976471,seasonal_scaled
1555,2025-02-01,28296.762003914544,seasonal_scaled
1555,2025-03-01,30674.6016740932,seasonal_scaled
1573,2025-01-01,21956.134321973477,seasonal_scaled
1573,2025-02-01,25923.65663767289,seasonal_scaled
1573,2025-03-01,27632.59831741052,seasonal_scaled
1577,2025-01-01,30275.31049723757,seasonal_scaled
1577,2025-02-01,32793.96364640884,seasonal_scaled
1577,2025-03-01,36535.09359116022,seasonal_scaled
1746,2025-01-01,15955.591109154928,seasonal_scaled
1746,2025-02-01,19433.831646126757,seasonal_scaled
1746,2025-03-01,19648.194322183095,seasonal_scaled
1763,2025-01-01,17494.74022459748,seasonal_scaled
1763,2025-02-01,19189.2720876742,seasonal_scaled
1763,2025-03-01,22444.16127722906,seasonal_scaled
1770,2025-01-01,25655.333383577647,seasonal_scaled
1770,2025-02-01,27724.200776274633,seasonal_scaled
1770,2025-03-01,31503.729886573463,seasonal_scaled
1909,2025-01-01,20897.19247778112,seasonal_scaled
1909,2025-02-01,23281.098278304926,seasonal_scaled
1909,2025-03-01,24854.361770641022,seasonal_scaled
1923,2025-01-01,19036.19004017013,seasonal_scaled
1923,2025-02-01,20221.07679584121,seasonal_scaled
1923,2025-03-01,21985.406604442345,seasonal_scaled
1930,2025-01-01,22677.737234878237,seasonal_scaled
1930,2025-02-01,24696.816575019635,seasonal_scaled
1930,2025-03-01,26986.13825608798,seasonal_scaled
1956,2025-01-01,26179.85323915753,seasonal_scaled
1956,2025-02-01,31182.496596247882,seasonal_scaled
1956,2025-03-01,32644.3676691489,seasonal_scaled
1970,2025-01-01,48197.88114777509,seasonal_scaled
1970,2025-02-01,53130.81530493726,seasonal_scaled
1970,2025-03-01,62061.18747500904,seasonal_scaled
2006,2025-01-01,34705.96619568282,seasonal_scaled
2006,2025-02-01,36662.31620664808,seasonal_scaled
2006,2025-03-01,40250.0900404148,seasonal_scaled
2061,2025-01-01,21126.55347408068,seasonal_scaled
2061,2025-02-01,22923.199722470017,seasonal_scaled
2061,2025-03-01,26098.11076419863,seasonal_scaled
2062,2025-01-01,25897.443520723195,seasonal_scaled
2062,2025-02-01,28847.641389886598,seasonal_scaled
2062,2025-03-01,32031.855724605513,seasonal_scaled
2066,2025-01-01,23754.104424375808,seasonal_scaled
2066,2025-02-01,27128.997875085377,seasonal_scaled
2066,2025-03-01,28633.80473552402,seasonal_scaled
2078,2025-01-01,17537.44240204095,seasonal_scaled
2078,2025-02-01,20072.17858310983,seasonal_scaled
2078,2025-03-01,21073.541244194414,seasonal_scaled
2079,2025-01-01,20566.157404211255,seasonal_scaled
2079,2025-02-01,24399.94624981508,seasonal_scaled
2079,2025-03-01,25403.979535480055,seasonal_scaled
2093,2025-01-01,21048.23993474028,seasonal_scaled
2093,2025-02-01,23626.25567075417,seasonal_scaled
2093,2025-03-01,26170.93995052892,seasonal_scaled
2125,2025-01-01,22204.8337230708,seasonal_scaled
2125,2025-02-01,25053.593860391065,seasonal_scaled
2125,2025-03-01,27396.96726205284,seasonal_scaled
2127,2025-01-01,22253.28548473487,seasonal_scaled
2127,2025-02-01,25728.712372790575,seasonal_scaled
2127,2025-03-01,26426.675950723085,seasonal_scaled
2139,2025-01-01,23881.58872313279,seasonal_scaled
2139,2025-02-01,26688.030228677988,seasonal_scaled
2139,2025-03-01,28094.232751005988,seasonal_scaled
2217,2025-01-01,44283.01364904608,seasonal_scaled
2217,2025-02-01,45792.53208656964,seasonal_scaled
2217,2025-03-01,51220.86087022095,seasonal_scaled
2235,2025-01-01,33836.74205062711,seasonal_scaled
2235,2025-02-01,37622.26793725644,seasonal_scaled
2235,2025-03-01,41628.097128074136,seasonal_scaled
2245,2025-01-01,39965.446818181816,seasonal_scaled
2245,2025-02-01,44292.712545454546,seasonal_scaled
2245,2025-03-01,49344.03536363636,seasonal_scaled
2278,2025-01-01,26072.661719096148,seasonal_scaled
2278,2025-02-01,29537.67962634766,seasonal_scaled
2278,2025-03-01,32100.562693841384,seasonal_scaled
2310,2025-01-01,25705.436404606913,seasonal_scaled
2310,2025-02-01,28016.374645301286,seasonal_scaled
2310,2025-03-01,31150.339342346855,seasonal_scaled
2373,2025-01-01,52799.460383515434,seasonal_scaled
2373,2025-02-01,55880.78912150766,seasonal_scaled
2373,2025-03-01,63254.136356970004,seasonal_scaled
2395,2025-01-01,37545.18502636027,seasonal_scaled
2395,2025-02-01,39977.19155967006,seasonal_scaled
2395,2025-03-01,44863.17710566809,seasonal_scaled
2453,2025-01-01,44183.48199376947,seasonal_scaled
2453,2025-02-01,46663.27778193146,seasonal_scaled
2453,2025-03-01,51593.21218691589,seasonal_scaled
2478,2025-01-01,45326.02026946464,seasonal_scaled
2478,2025-02-01,48423.724335280785,seasonal_scaled
2478,2025-03-01,52665.47323238345,seasonal_scaled
2538,2025-01-01,53218.954610159846,seasonal_scaled
2538,2025-02-01,56477.02082401269,seasonal_scaled
2538,2025-03-01,62919.951336071914,seasonal_scaled
2562,2025-01-01,50570.37673660803,seasonal_scaled
2562,2025-02-01,54015.543340892575,seasonal_scaled
2562,2025-03-01,60459.01886875537,seasonal_scaled
2573,2025-01-01,55724.77187660061,seasonal_scaled
2573,2025-02-01,59237.267562349785,seasonal_scaled
2573,2025-03-01,64980.59493321776,seasonal_scaled
